Car Name,Distance,Owner,Fuel,Location,Drive,Type,car_age
Maruti Baleno,25322,1,PETROL,GJ-38,Automatic,HatchBack,3
Hyundai GRAND I10 NIOS,35060,1,PETROL,TS-08,Automatic,HatchBack,3
Maruti IGNIS,39817,2,PETROL,TS-10,Manual,HatchBack,6
Hyundai Creta,24335,1,PETROL,HR-26,Manual,SUV,5
Maruti Ciaz,56372,2,PETROL,HR-26,Automatic,Sedan,7
Hyundai i10,83325,1,PETROL,KL-32,Manual,HatchBack,13
Maruti Celerio,7387,1,PETROL,UP-78,Manual,HatchBack,2
Hyundai Grand i10,25714,1,PETROL,GJ-03,Manual,HatchBack,5
Ford Ecosport,28735,2,PETROL,GJ-01,Automatic,SUV,5
Hyundai Elite i20,18774,2,PETROL,MH-03,Manual,HatchBack,8
Renault Kwid,9326,1,PETROL,KA-51,Manual,HatchBack,4
Maruti Wagon R 1.0,52293,1,CNG,MH-46,Manual,HatchBack,7
Maruti Celerio,3083,1,PETROL,WB-20,Automatic,HatchBack,2
Maruti Vitara Brezza,29480,1,DIESEL,DL-1C,Manual,SUV,5
Hyundai Verna,17034,1,PETROL,GJ-18,Manual,Sedan,4
Ford FREESTYLE,26727,2,PETROL,MH-49,Manual,SUV,6
Hyundai Grand i10,72036,2,PETROL,GJ-05,Manual,HatchBack,9
Maruti Dzire,57268,2,DIESEL,KA-03,Manual,Sedan,5
Hyundai Verna,9645,1,PETROL,TS-08,Manual,Sedan,5
Hyundai Verna,20866,1,PETROL,TS-09,Manual,Sedan,6
Tata Tiago,45450,1,PETROL,TS-08,Manual,HatchBack,5
Hyundai Elite i20,44423,1,PETROL,TN-14,Manual,HatchBack,8
Honda Amaze,57787,2,PETROL,MH-02,Manual,Sedan,4
Hyundai Grand i10,56129,1,PETROL,TS-13,Manual,HatchBack,6
Hyundai i10,87260,1,PETROL,CH-01,Manual,HatchBack,11
Hyundai i10,72805,2,PETROL,TN-04,Manual,HatchBack,11
Maruti S PRESSO,51395,1,PETROL,KA-42,Manual,HatchBack,5
Maruti Celerio,14771,1,PETROL,MH-15,Manual,HatchBack,3
Hyundai Verna,75296,1,PETROL,MH-14,Manual,Sedan,5
Toyota YARIS,37283,1,PETROL,UP-32,Manual,Sedan,4
Tata Tiago,30399,1,CNG,HR-26,Manual,HatchBack,2
Hyundai i20,75136,2,PETROL,MH-14,Manual,HatchBack,12
Renault Kwid,20248,1,PETROL,KA-04,Automatic,HatchBack,4
Maruti IGNIS,34976,2,PETROL,KA-50,Automatic,HatchBack,5
Maruti IGNIS,72225,1,PETROL,UP-65,Manual,HatchBack,5
Honda BR-V,84334,2,PETROL,TN-04,Automatic,SUV,6
Hyundai Verna,61684,1,PETROL,MH-16,Manual,Sedan,6
Maruti Celerio,89348,1,CNG,DL-5C,Manual,HatchBack,10
Honda Amaze,110146,2,CNG,MH-04,Manual,Sedan,11
Honda Amaze,38038,1,PETROL,TS-08,Automatic,Sedan,5
Hyundai Grand i10,53162,1,PETROL,GJ-01,Manual,HatchBack,8
Honda City,46573,2,PETROL,AP-09,Manual,Sedan,10
Maruti Swift,25941,1,PETROL,GJ-03,Manual,HatchBack,7
Honda WR-V,50049,1,DIESEL,MH-12,Manual,SUV,6
Maruti Swift,9664,1,PETROL,WB-20,Manual,HatchBack,5
Maruti Swift Dzire,13243,1,PETROL,HR-98,Manual,Sedan,10
Renault Duster,11172,1,PETROL,KA-03,Manual,SUV,4
Ford Ecosport,39722,3,PETROL,GJ-01,Automatic,SUV,6
Maruti Alto K10,76371,2,PETROL,TN-02,Manual,HatchBack,13
Honda City,45413,1,PETROL,PB-91,Automatic,Sedan,12
Hyundai Elite i20,83337,1,PETROL,TS-08,Automatic,HatchBack,7
Tata ALTROZ,40723,1,DIESEL,MH-29,Manual,HatchBack,3
Maruti Ciaz,60968,2,PETROL,GJ-05,Manual,Sedan,3
Hyundai i20 Active,62593,1,PETROL,UP-78,Manual,HatchBack,9
Renault Kiger,15920,1,PETROL,HR-26,Manual,HatchBack,2
Honda City,83758,1,PETROL,KA-03,Manual,Sedan,14
Maruti New Wagon-R,25754,1,CNG,HR-29,Manual,HatchBack,3
Honda Brio,90671,2,PETROL,KA-03,Manual,HatchBack,12
Maruti Wagon R 1.0,30073,1,PETROL,UP-14,Manual,HatchBack,6
Hyundai NEW SANTRO,90122,1,PETROL,TS-16,Automatic,HatchBack,5
Tata TIGOR,14112,1,PETROL,PB-36,Manual,Sedan,4
Maruti Wagon R 1.0,26231,2,PETROL,HR-70,Automatic,HatchBack,6
Hyundai Elite i20,87935,1,PETROL,GJ-09,Manual,HatchBack,5
Hyundai Creta,48428,1,PETROL,HR-11,Manual,SUV,8
Maruti Baleno,47649,1,PETROL,MH-01,Manual,HatchBack,7
Hyundai VENUE,32567,1,PETROL,HR-26,Automatic,SUV,5
Hyundai Elite i20,75231,1,DIESEL,TS-07,Manual,HatchBack,6
Maruti Swift,13559,1,PETROL,DL-1C,Manual,HatchBack,7
Maruti Ciaz,42471,1,PETROL,KA-51,Automatic,Sedan,5
Hyundai Xcent,68177,1,PETROL,GJ-06,Manual,Sedan,6
Maruti Dzire,24092,2,PETROL,WB-02,Manual,Sedan,6
Maruti Alto,44904,1,PETROL,GJ-10,Manual,HatchBack,4
Honda WR-V,51064,1,PETROL,DL-10,Manual,SUV,7
Maruti IGNIS,23547,1,PETROL,HR-72,Manual,HatchBack,5
Tata NEXON,37384,1,DIESEL,DL-5C,Manual,SUV,6
Nissan Micra,26904,1,PETROL,MH-01,Automatic,HatchBack,5
Toyota Corolla Altis,95766,2,PETROL,MH-01,Automatic,Lux_sedan,10
Maruti Swift Dzire,65926,1,PETROL,KA-02,Manual,Sedan,10
Maruti Baleno,77577,1,PETROL,WB-02,Manual,HatchBack,7
Datsun Redi Go,67478,2,PETROL,KL-07,Manual,HatchBack,6
Hyundai Grand i10,56280,2,PETROL,MH-04,Manual,HatchBack,8
Maruti Wagon R 1.0,17577,1,PETROL,MH-47,Manual,HatchBack,9
Maruti Dzire,64402,1,PETROL,TS-09,Automatic,Sedan,6
Maruti Ciaz,44460,1,PETROL,PB-65,Automatic,Sedan,4
Maruti Ertiga,59133,1,CNG,MH-05,Manual,SUV,10
Hyundai i20,73301,2,PETROL,DL-3C,Manual,HatchBack,11
Hyundai Eon,25667,2,PETROL,MH-03,Manual,HatchBack,7
Honda Civic,40972,1,PETROL,MH-12,Automatic,Sedan,5
Maruti Baleno,83412,1,PETROL,TS-08,Manual,HatchBack,7
Maruti Swift,84823,1,PETROL,KL-48,Manual,HatchBack,6
Hyundai NEW SANTRO,53051,1,CNG,DL-7C,Manual,HatchBack,3
Maruti Ciaz,67388,1,PETROL,TS-08,Automatic,Sedan,6
Renault Duster,48719,2,PETROL,KA-03,Automatic,SUV,7
Maruti New Wagon-R,32137,1,CNG,MH-20,Manual,HatchBack,3
Maruti Swift,91368,1,DIESEL,MH-04,Manual,HatchBack,11
Maruti Swift,39548,1,PETROL,PB-29,Manual,HatchBack,5
Maruti Swift,86974,1,PETROL,DL-5C,Manual,HatchBack,7
Maruti Swift,55145,1,PETROL,MH-12,Manual,HatchBack,10
Hyundai Elite i20,56614,1,PETROL,DL-8C,Manual,HatchBack,8
Hyundai Verna,49351,1,DIESEL,TS-07,Manual,Sedan,4
Maruti New Wagon-R,11232,1,PETROL,GJ-01,Automatic,HatchBack,4
Volkswagen Polo,50734,2,PETROL,TS-07,Manual,HatchBack,7
Tata Tiago,96192,1,DIESEL,KL-08,Manual,HatchBack,6
Hyundai Verna,62405,3,PETROL,GJ-01,Manual,Sedan,4
Hyundai Verna,77588,1,CNG,DL-3C,Manual,Sedan,9
Maruti Swift,77807,2,PETROL,MH-01,Manual,HatchBack,9
Honda City,45560,1,PETROL,KA-03,Automatic,Sedan,7
Hyundai i10,70032,1,PETROL,KA-51,Automatic,HatchBack,12
Hyundai Grand i10,60637,1,PETROL,GJ-05,Manual,HatchBack,7
Maruti Dzire,33302,1,PETROL,RJ-45,Manual,Sedan,6
Maruti Alto,17101,2,PETROL,KA-51,Manual,HatchBack,5
Hyundai Elite i20,48250,1,PETROL,HR-30,Manual,HatchBack,6
Hyundai i20,107982,3,CNG,MH-03,Manual,HatchBack,12
Maruti Ritz,32907,2,PETROL,MH-12,Manual,HatchBack,10
Maruti Baleno,19693,1,PETROL,KA-51,Automatic,HatchBack,5
Honda Brio,62642,1,PETROL,MH-02,Manual,HatchBack,11
Maruti Baleno,46009,1,PETROL,GJ-06,Manual,HatchBack,7
Maruti IGNIS,1376,1,PETROL,MH-14,Manual,HatchBack,2
Tata ALTROZ,19794,1,PETROL,KA-04,Manual,HatchBack,3
Maruti Swift,50879,1,PETROL,TN-05,Manual,HatchBack,4
Honda Amaze,53879,1,PETROL,HR-26,Manual,Sedan,10
Maruti Alto K10,46731,1,PETROL,MH-05,Manual,HatchBack,6
Honda BR-V,67963,1,PETROL,GJ-01,Manual,SUV,8
Renault Duster,57282,1,DIESEL,WB-06,Manual,SUV,8
Hyundai Elite i20,74363,1,PETROL,PB-10,Manual,HatchBack,6
Honda Brio,73916,2,PETROL,KA-64,Manual,HatchBack,9
Toyota Etios,13137,1,PETROL,DL-5C,Manual,Sedan,11
Maruti Swift,97529,1,PETROL,UP-16,Manual,HatchBack,12
Honda Amaze,50385,1,PETROL,TS-07,Automatic,Sedan,4
Honda Amaze,60660,2,PETROL,MP-09,Manual,Sedan,8
Maruti Eeco,15016,1,PETROL,KA-53,Manual,SUV,7
Toyota YARIS,20754,1,PETROL,KA-41,Manual,Sedan,3
Volkswagen Ameo,82556,1,PETROL,TS-08,Manual,Sedan,8
Maruti S PRESSO,4805,2,PETROL,TN-14,Manual,HatchBack,4
Skoda Rapid,70248,1,PETROL,UP-53,Automatic,Sedan,7
Toyota YARIS,58531,1,DIESEL,TS-08,Manual,Sedan,4
Renault Kiger,45459,1,PETROL,HR-76,Manual,HatchBack,3
Honda City,23141,1,PETROL,UP-32,Automatic,Sedan,7
Ford Ecosport,63133,1,DIESEL,KA-05,Manual,SUV,5
Tata Tiago,45146,1,PETROL,GJ-03,Manual,HatchBack,3
Maruti Alto K10,28315,1,PETROL,GJ-05,Manual,HatchBack,5
Maruti Dzire,70986,1,PETROL,RJ-14,Automatic,Sedan,6
Maruti Vitara Brezza,61369,2,DIESEL,HR-70,Automatic,SUV,6
Hyundai Grand i10,38831,2,PETROL,MH-12,Automatic,HatchBack,7
Maruti Alto K10,35434,1,PETROL,TS-08,Manual,HatchBack,6
Hyundai GRAND I10 NIOS,79701,1,CNG,DL-2C,Manual,HatchBack,4
Hyundai Grand i10,28851,1,PETROL,MH-40,Manual,HatchBack,7
Maruti Wagon R 1.0,46709,3,PETROL,HR-26,Manual,HatchBack,10
Hyundai NEW I20,73768,1,PETROL,TN-10,Manual,HatchBack,3
Hyundai NEW I20,97621,1,DIESEL,TS-01,Manual,HatchBack,3
Maruti Swift,94660,1,PETROL,DL-9C,Manual,HatchBack,13
Hyundai Creta,93327,2,DIESEL,UP-16,Manual,SUV,6
Maruti Swift Dzire,83446,1,PETROL,AP-30,Manual,Sedan,9
Maruti Wagon R 1.0,37315,1,CNG,MH-03,Manual,HatchBack,6
Hyundai Elite i20,46580,2,PETROL,TN-14,Manual,HatchBack,5
Honda City,72618,1,PETROL,HR-36,Manual,Sedan,12
Tata NEXON,19886,1,DIESEL,TS-19,Manual,SUV,3
Maruti Swift,55645,1,PETROL,MH-43,Manual,HatchBack,11
Hyundai i10,29963,1,PETROL,GJ-05,Manual,HatchBack,11
Maruti Swift,25661,2,PETROL,DL-9C,Manual,HatchBack,5
Renault Kiger,22637,1,PETROL,KA-50,Automatic,HatchBack,3
Hyundai i10,62237,1,PETROL,MH-12,Manual,HatchBack,13
Tata NEXON,38643,1,PETROL,DL-12,Automatic,SUV,5
Volkswagen Vento,33510,1,PETROL,MH-01,Manual,Sedan,9
Maruti Swift,84469,1,PETROL,KA-51,Manual,HatchBack,8
Hyundai i20,64421,2,PETROL,MH-02,Manual,HatchBack,11
Maruti S Cross,117557,1,DIESEL,WB-02,Manual,SUV,8
Maruti Dzire,30197,1,PETROL,KA-04,Automatic,Sedan,3
Hyundai Elite i20,44221,3,PETROL,WB-32,Manual,HatchBack,9
Hyundai NEW SANTRO,33688,1,PETROL,TN-05,Automatic,HatchBack,5
Maruti IGNIS,20364,1,PETROL,UP-14,Manual,HatchBack,5
Hyundai Grand i10,47903,2,PETROL,GJ-06,Manual,HatchBack,10
Maruti Wagon R 1.0,45198,1,PETROL,KA-04,Manual,HatchBack,11
Honda City,27955,2,PETROL,UP-78,Manual,Sedan,8
Hyundai GRAND I10 NIOS,79978,1,PETROL,KA-51,Manual,HatchBack,4
Maruti Baleno,53627,1,PETROL,KA-53,Automatic,HatchBack,5
Hyundai NEW SANTRO,47887,1,CNG,MH-05,Manual,HatchBack,4
Datsun Redi Go,60228,1,PETROL,TN-05,Manual,HatchBack,8
Honda City,85948,1,DIESEL,TS-08,Automatic,Sedan,7
Maruti Swift Dzire,21303,2,PETROL,MH-12,Automatic,Sedan,8
Mahindra XUV500,108691,3,DIESEL,PB-65,Automatic,Lux_SUV,7
Datsun Redi Go,18569,1,PETROL,TS-08,Manual,HatchBack,3
Hyundai Elite i20,53549,2,PETROL,RJ-14,Manual,HatchBack,7
Renault Kwid,49245,2,PETROL,KA-05,Automatic,HatchBack,6
Tata Harrier,70076,1,DIESEL,TS-08,Manual,SUV,3
Maruti Ritz,116027,2,DIESEL,TS-08,Manual,HatchBack,10
Maruti Zen Estilo,11199,2,PETROL,WB-38,Manual,HatchBack,11
Hyundai i10,59322,3,PETROL,GJ-21,Manual,HatchBack,12
Hyundai Creta,70257,1,PETROL,GJ-01,Automatic,SUV,8
Maruti Wagon R 1.0,73157,2,PETROL,MH-05,Manual,HatchBack,12
Ford FREESTYLE,60282,2,DIESEL,KA-01,Manual,SUV,5
Volkswagen Polo,54651,2,PETROL,TS-09,Manual,HatchBack,7
Honda City,82616,1,PETROL,WB-02,Manual,Sedan,9
Maruti Swift,63025,1,PETROL,KA-01,Automatic,HatchBack,6
Hyundai Grand i10,7752,1,PETROL,WB-06,Automatic,HatchBack,6
Renault Kiger,11634,1,PETROL,DL-12,Automatic,HatchBack,2
Maruti Celerio,30622,2,PETROL,KA-01,Automatic,HatchBack,7
Toyota Glanza,39014,1,PETROL,TS-08,Automatic,HatchBack,5
Hyundai Elite i20,44382,1,PETROL,MH-04,Manual,HatchBack,9
Maruti Ciaz,65163,2,PETROL,MH-02,Manual,Sedan,9
Hyundai Elite i20,41996,1,CNG,UP-16,Manual,HatchBack,6
Honda Brio,57115,2,PETROL,KA-03,Manual,HatchBack,12
Maruti Swift,124318,3,DIESEL,GJ-03,Manual,HatchBack,9
Volkswagen Polo,11858,1,PETROL,MH-12,Automatic,HatchBack,3
Maruti Swift Dzire,16029,1,PETROL,HR-29,Manual,Sedan,11
Maruti Alto K10,36019,2,CNG,HR-51,Automatic,HatchBack,9
Honda City,43238,2,PETROL,KA-03,Manual,Sedan,7
Renault Kiger,14598,1,PETROL,KA-04,Manual,HatchBack,3
Maruti New Wagon-R,63087,1,CNG,MH-05,Manual,HatchBack,5
Maruti Celerio,99579,2,PETROL,KA-04,Automatic,HatchBack,9
Hyundai Grand i10,24039,1,CNG,DL-8C,Manual,HatchBack,6
Honda City,41716,1,PETROL,MP-09,Manual,Sedan,10
Maruti Celerio,72575,2,PETROL,TS-16,Automatic,HatchBack,8
Hyundai Xcent,39761,1,PETROL,WB-02,Manual,Sedan,10
Maruti Dzire,33497,1,PETROL,BR-01,Manual,Sedan,5
Hyundai i10,42334,1,PETROL,KA-05,Manual,HatchBack,14
Maruti Dzire,33206,1,PETROL,KA-42,Automatic,Sedan,7
Maruti Baleno,37675,2,PETROL,TN-13,Automatic,HatchBack,4
Mahindra XUV500,22865,1,DIESEL,GJ-01,Manual,Lux_SUV,3
Honda WR-V,37566,2,PETROL,KA-04,Manual,SUV,6
Hyundai VENUE,81265,1,DIESEL,BR-06,Manual,SUV,4
Hyundai Elite i20,48581,1,PETROL,MH-34,Manual,HatchBack,9
Hyundai Creta,31359,1,PETROL,KA-05,Manual,SUV,8
Hyundai Eon,68435,1,PETROL,KL-07,Manual,HatchBack,10
Maruti Alto K10,93133,3,PETROL,TS-15,Manual,HatchBack,7
Maruti Swift,37338,1,PETROL,DL-8C,Automatic,HatchBack,6
Hyundai i20,44300,1,PETROL,MH-12,Manual,HatchBack,11
Datsun Go,85298,1,PETROL,TS-08,Manual,HatchBack,7
Hyundai i10,70282,2,PETROL,AP-29,Manual,HatchBack,11
Hyundai GRAND I10 NIOS,50788,1,CNG,KL-07,Manual,HatchBack,5
Hyundai i10,94651,2,PETROL,MH-12,Manual,HatchBack,14
Maruti Alto 800,68359,1,PETROL,TS-07,Manual,HatchBack,7
Hyundai Grand i10,41866,2,PETROL,UP-43,Manual,HatchBack,7
Nissan MAGNITE,25315,1,PETROL,MH-12,Manual,SUV,2
Renault Kwid,62029,1,PETROL,MH-47,Manual,HatchBack,7
Maruti Baleno,57272,1,PETROL,TN-13,Manual,HatchBack,7
Hyundai Eon,38429,1,PETROL,MH-14,Manual,HatchBack,9
Hyundai Elite i20,82935,1,PETROL,RJ-14,Manual,HatchBack,8
Hyundai Verna,82196,1,PETROL,TN-07,Manual,Sedan,7
Maruti Vitara Brezza,18026,1,PETROL,WB-26,Manual,SUV,4
Maruti S PRESSO,29963,1,PETROL,HR-26,Manual,HatchBack,4
Hyundai Grand i10,36724,1,PETROL,RJ-14,Manual,HatchBack,9
Tata PUNCH,27786,1,PETROL,TN-77,Automatic,SUV,2
Hyundai Grand i10,21903,2,PETROL,DL-8C,Manual,HatchBack,6
Maruti Baleno,30924,1,PETROL,UP-14,Manual,HatchBack,4
Maruti Alto 800,88416,2,PETROL,KA-02,Manual,HatchBack,12
Tata Tiago,97982,1,PETROL,TS-08,Automatic,HatchBack,6
Maruti Alto K10,29010,2,PETROL,PB-11,Manual,HatchBack,6
Honda Civic,55494,1,DIESEL,MH-04,Manual,Sedan,5
Renault Kwid,24521,1,PETROL,KA-08,Automatic,HatchBack,4
Hyundai NEW I20,95585,1,PETROL,UP-32,Manual,HatchBack,4
Hyundai NEW SANTRO,24043,1,PETROL,HR-87,Manual,HatchBack,5
Maruti Vitara Brezza,42216,1,DIESEL,DL-10,Manual,SUV,8
Hyundai VENUE,18194,1,PETROL,DL-5C,Automatic,SUV,4
Hyundai Grand i10,88417,1,PETROL,TN-18,Manual,HatchBack,6
Maruti Swift,69739,1,PETROL,DL-3C,Manual,HatchBack,7
Renault Kiger,6835,1,PETROL,UP-14,Manual,HatchBack,3
Hyundai Elite i20,24418,1,PETROL,DL-8C,Manual,HatchBack,7
Maruti Swift,74923,1,PETROL,GJ-06,Manual,HatchBack,11
Ford Ecosport,82722,2,DIESEL,PB-10,Manual,SUV,7
Hyundai Elite i20,59999,1,PETROL,TS-11,Manual,HatchBack,4
Tata NEXON,27750,1,DIESEL,KA-03,Manual,SUV,4
Datsun Go Plus,52642,1,PETROL,TN-14,Manual,HatchBack,8
Hyundai i10,17962,1,PETROL,DL-4C,Manual,HatchBack,12
Maruti S PRESSO,24086,2,PETROL,MH-01,Automatic,HatchBack,5
Maruti Dzire,99715,2,PETROL,TN-23,Automatic,Sedan,5
Mahindra XUV 3OO,77621,1,PETROL,RJ-45,Manual,SUV,3
Honda Brio,48847,1,PETROL,GJ-06,Manual,HatchBack,6
Hyundai i10,22679,2,PETROL,KA-01,Automatic,HatchBack,13
Maruti Dzire,77569,2,PETROL,RJ-02,Manual,Sedan,5
Maruti Swift,89200,1,PETROL,KA-50,Manual,HatchBack,9
Hyundai Eon,16083,3,PETROL,GJ-03,Manual,HatchBack,10
Honda City,14466,1,PETROL,MH-48,Automatic,Sedan,7
Renault Kwid,66493,1,PETROL,UP-14,Automatic,HatchBack,7
Hyundai Verna,46383,2,DIESEL,KA-04,Automatic,Sedan,7
Honda Amaze,39858,1,PETROL,KA-01,Automatic,Sedan,10
Mahindra TUV300,94015,1,DIESEL,TN-10,Manual,SUV,7
Hyundai i10,73424,2,PETROL,AP-13,Manual,HatchBack,12
Renault Kwid,54827,1,PETROL,HR-51,Manual,HatchBack,7
Honda Brio,44323,2,PETROL,KA-03,Manual,HatchBack,11
Honda Amaze,72233,1,PETROL,MH-49,Manual,Sedan,11
Hyundai Eon,70411,1,PETROL,TN-29,Manual,HatchBack,8
Maruti Swift,46987,1,PETROL,DL-12,Manual,HatchBack,7
Hyundai Creta,52422,1,PETROL,KA-41,Manual,SUV,4
Maruti New Wagon-R,23380,1,CNG,MH-02,Manual,HatchBack,5
Hyundai Grand i10,26655,2,PETROL,WB-08,Manual,HatchBack,9
Hyundai Grand i10,27782,3,PETROL,DL-1C,Manual,HatchBack,6
Toyota YARIS,21551,2,PETROL,UP-32,Automatic,Sedan,6
Hyundai NEW SANTRO,39729,1,PETROL,DL-11,Manual,HatchBack,4
Maruti Alto 800,13135,1,PETROL,TN-10,Manual,HatchBack,10
Datsun Go Plus,82962,1,PETROL,TN-40,Manual,HatchBack,9
Honda Amaze,96802,2,PETROL,DL-8C,Manual,Sedan,10
KIA SELTOS,99072,1,PETROL,TS-08,Automatic,SUV,4
Maruti Wagon R 1.0,72113,1,PETROL,MH-49,Manual,HatchBack,10
Maruti Baleno,53631,1,PETROL,TN-09,Automatic,HatchBack,6
Hyundai i20,74669,3,PETROL,DL-3C,Manual,HatchBack,11
Honda Jazz,35233,2,PETROL,TN-14,Automatic,HatchBack,7
KIA SONET,7366,1,DIESEL,GJ-01,Automatic,SUV,2
Hyundai NEW I20,34139,1,PETROL,UP-62,Manual,HatchBack,4
Tata Tiago,68843,1,PETROL,RJ-45,Manual,HatchBack,4
Hyundai Elite i20,14112,1,PETROL,GJ-05,Manual,HatchBack,8
Maruti Wagon R 1.0,64481,1,PETROL,MH-12,Automatic,HatchBack,8
Hyundai NEW SANTRO,33104,1,CNG,MH-12,Manual,HatchBack,3
Maruti Baleno,50090,1,PETROL,DL-8C,Automatic,HatchBack,8
Maruti Swift,87656,2,PETROL,MH-12,Manual,HatchBack,10
Maruti Ciaz,38556,1,PETROL,TS-09,Automatic,Sedan,8
Honda WR-V,65558,2,CNG,KA-20,Manual,SUV,7
Maruti Swift,71098,2,PETROL,RJ-29,Manual,HatchBack,9
Hyundai GRAND I10 NIOS,114004,1,DIESEL,GJ-27,Manual,HatchBack,4
Maruti Alto K10,47967,2,PETROL,HR-36,Manual,HatchBack,7
Maruti Baleno,25651,2,PETROL,KA-50,Automatic,HatchBack,5
Mahindra XUV500,39093,2,DIESEL,KA-03,Automatic,Lux_SUV,6
Maruti Swift,64279,2,DIESEL,TN-10,Manual,HatchBack,8
Hyundai Grand i10,19168,1,PETROL,MH-02,Manual,HatchBack,8
Maruti Swift,69124,1,PETROL,KA-25,Manual,HatchBack,11
Maruti Swift,99624,1,PETROL,WB-02,Manual,HatchBack,11
Maruti Swift Dzire,57021,1,PETROL,TN-66,Manual,Sedan,12
Hyundai Elite i20,78723,1,CNG,HR-36,Manual,HatchBack,7
Honda WR-V,34266,1,PETROL,KA-32,Manual,SUV,7
Volkswagen Vento,59014,2,PETROL,MH-03,Manual,Sedan,4
Maruti Swift,20846,1,PETROL,KA-43,Manual,HatchBack,2
Maruti Alto K10,14766,2,PETROL,CH-01,Manual,HatchBack,9
Maruti Swift,118252,2,DIESEL,PB-02,Manual,HatchBack,13
Renault Kiger,21642,2,PETROL,KA-51,Automatic,HatchBack,3
Hyundai Verna,70833,3,PETROL,GJ-01,Automatic,Sedan,8
Maruti Swift,26007,1,PETROL,KA-68,Automatic,HatchBack,6
Tata NEXON,26533,1,PETROL,TN-14,Manual,SUV,3
Maruti New Wagon-R,35724,1,CNG,HR-26,Manual,HatchBack,3
Maruti IGNIS,68107,2,PETROL,GJ-17,Automatic,HatchBack,6
Honda Amaze,39485,1,PETROL,HR-26,Automatic,Sedan,5
Hyundai Verna,78698,2,PETROL,DL-2C,Automatic,Sedan,6
Toyota YARIS,26202,1,PETROL,DL-12,Automatic,Sedan,3
Volkswagen Polo,60491,1,PETROL,MH-04,Manual,HatchBack,8
Datsun Redi Go,30402,2,PETROL,UP-14,Automatic,HatchBack,6
Maruti Wagon R 1.0,61868,1,CNG,MH-43,Manual,HatchBack,8
Renault Kwid,20542,1,PETROL,GJ-12,Manual,HatchBack,3
Honda City,97025,2,DIESEL,GJ-01,Manual,Sedan,9
Mahindra KUV 100 NXT,9254,1,PETROL,MH-04,Manual,SUV,6
Maruti Wagon R 1.0,37345,1,PETROL,BR-01,Manual,HatchBack,9
Hyundai Grand i10,27334,1,PETROL,GJ-06,Manual,HatchBack,6
Hyundai Xcent,63498,1,PETROL,HR-26,Automatic,Sedan,6
Honda Amaze,39259,1,PETROL,MH-04,Automatic,Sedan,6
Maruti New Wagon-R,77639,1,PETROL,UP-27,Manual,HatchBack,5
Maruti Swift,98978,1,DIESEL,TN-09,Manual,HatchBack,8
Maruti Celerio,14191,1,PETROL,TN-06,Manual,HatchBack,5
Ford Ecosport,47956,1,DIESEL,UP-32,Manual,SUV,6
Renault Kwid,13872,1,PETROL,DL-12,Manual,HatchBack,2
Maruti Swift,58815,1,PETROL,HR-26,Manual,HatchBack,4
Maruti Wagon R 1.0,31637,2,PETROL,TN-10,Manual,HatchBack,7
Hyundai Grand i10,92564,1,PETROL,KA-04,Manual,HatchBack,8
Honda City,43603,1,PETROL,KA-53,Manual,Sedan,13
KIA SELTOS,35371,1,PETROL,KA-04,Manual,SUV,5
Hyundai Elite i20,52473,1,PETROL,KA-06,Manual,HatchBack,6
Hyundai Verna,54945,1,PETROL,MH-01,Automatic,Sedan,9
Hyundai Grand i10,114945,1,CNG,GJ-24,Manual,HatchBack,7
Volkswagen Vento,77120,1,PETROL,DL-4C,Manual,Sedan,7
Maruti Ciaz,42925,1,PETROL,KA-50,Automatic,Sedan,8
Maruti Alto,67329,1,PETROL,KA-16,Manual,HatchBack,5
Hyundai NEW I20,9811,1,PETROL,KL-29,Manual,HatchBack,2
Maruti Wagon R 1.0,61110,2,CNG,MH-03,Manual,HatchBack,7
Hyundai New Elantra,97989,1,PETROL,MH-48,Automatic,Lux_sedan,7
Hyundai Creta,24459,2,PETROL,KA-51,Automatic,SUV,7
KIA SELTOS,57218,1,DIESEL,DL-8C,Manual,SUV,4
Renault Duster,100579,2,DIESEL,DL-7C,Manual,SUV,5
Maruti Wagon R 1.0,40598,3,CNG,GJ-05,Manual,HatchBack,7
Honda Jazz,97372,2,PETROL,MH-46,Automatic,HatchBack,7
Maruti Celerio X,28614,1,PETROL,MH-02,Manual,HatchBack,6
Hyundai GRAND I10 NIOS,11713,1,PETROL,PB-91,Manual,HatchBack,3
Hyundai Grand i10,42006,2,CNG,DL-11,Manual,HatchBack,7
Maruti Swift,83340,1,DIESEL,HR-03,Manual,HatchBack,7
Volkswagen Polo,56980,2,PETROL,MH-31,Manual,HatchBack,5
Hyundai i20 Active,26452,1,PETROL,TN-22,Manual,HatchBack,8
Maruti Alto 800,78276,2,PETROL,TN-07,Manual,HatchBack,10
Maruti Vitara Brezza,39570,1,PETROL,TN-04,Automatic,SUV,4
Maruti Baleno,78075,1,PETROL,UP-32,Manual,HatchBack,8
Maruti S Cross,23160,1,PETROL,HR-51,Automatic,SUV,4
Mahindra XUV 3OO,85088,1,DIESEL,KA-51,Manual,SUV,5
Volkswagen Vento,104243,1,DIESEL,RJ-14,Manual,Sedan,5
Maruti New Wagon-R,12413,1,PETROL,MH-02,Automatic,HatchBack,5
Hyundai GRAND I10 NIOS,44498,1,CNG,MH-14,Manual,HatchBack,4
Volkswagen Polo,68935,1,PETROL,DL-10,Manual,HatchBack,13
